sample_name	birth_timestamp	cage	cage_timestamp	cohort	collection_timestamp	death_timestamp	demux_index	description	diseased	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	facility	father_subject_id	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	latitude	location_stool_in_pbs	longitude	mother_subject_id	mouse_identification	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	start_cohousing_timestamp	stool_dna_concentration	stool_dna_concentration_units	taxon_id	timepoint_title	title	tube_number	weight_stool	weight_stool_pbs	weight_stool_pbs_units	weight_stool_units
11758.PCRContr1	not applicable	not applicable	not applicable	not applicable	2017-08-07	not applicable	95	do antibiotics treaded PAX5+/- mice develop leukemia faster	not applicable	FALSE	0	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	not applicable	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	not applicable	not applicable
11758.PCRContr2	not applicable	not applicable	not applicable	not applicable	2017-08-07	not applicable	96	do antibiotics treaded PAX5+/- mice develop leukemia faster	not applicable	FALSE	0	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	not applicable	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	not applicable	not applicable
11758.V155.nr1.tp01	2016-12-10	1	2017-01-23	cohousing	2017-03-06	2017-07-13	8	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I842	Pax5+/-	Spain:Salamanca	86	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V155	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 1	-5.66388	I931	SM	1	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00	162.9	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	1	0.249	0.153	grams	grams
11758.V155.nr1.tp10	2016-12-10	1	2017-01-23	cohousing	2017-07-13	2017-07-13	1	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I842	Pax5+/-	Spain:Salamanca	215	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V155	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 1	-5.66388	I931	SM	1	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00	79.9	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.121	0.159	grams	grams
11758.V232.nr7.tp01	2016-12-20	2	2017-01-23	cohousing	2017-03-06	2017-11-17	2	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	76	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V232	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 7	-5.66388	WT	1	7	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00	140.8	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	7	0.262	0.147	grams	grams
11758.V232.nr7.tp10	2016-12-20	2	2017-01-23	cohousing	2017-11-17	2017-11-17	6	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	332	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V232	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 6	-5.66388	WT	1	7	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00	31.9	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.11	0.084	grams	grams
11758.V233.nr8.tp01	2016-12-20	2	2017-01-23	cohousing	2017-03-06	2017-10-03	1	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	76	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V233	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 8	-5.66388	WT	2	8	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00	124	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	8	0.139	0.26	grams	grams
11758.V233.nr8.tp10	2016-12-20	2	2017-01-23	cohousing	not collected	2017-10-03	not provided	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	not applicable	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V233	10090	not collected	grams	40.96882	not provided	-5.66388	WT	2	8	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00		ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	not provided	not provided	grams	grams
11758.V234.nr9.tp01	2016-12-20	2	2017-01-23	cohousing	2017-03-06	2018-02-08	16	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	76	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V234	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 9	-5.66388	WT	3	9	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00	129.1	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	9	0.152	0.134	grams	grams
11758.V234.nr9.tp10	2016-12-20	2	2017-01-23	cohousing	2017-12-01	2018-02-08	7	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	346	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V234	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 7	-5.66388	WT	3	9	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00	221.8	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.203	0.087	grams	grams
11758.V236.nr2.tp01	2016-12-20	1	2017-01-23	cohousing	2017-03-06	2018-02-08	7	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	76	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V236	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 2	-5.66388	Hybrid	SM	2	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00	94.6	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	2	0.227	0.122	grams	grams
11758.V236.nr2.tp10	2016-12-20	1	2017-01-23	cohousing	2017-12-01	2018-02-08	2	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	346	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V236	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 2	-5.66388	Hybrid	SM	2	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00	95.7	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.137	0.143	grams	grams
11758.V237.nr3.tp01	2016-12-20	1	2017-01-23	cohousing	2017-03-06	2017-11-17	6	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	76	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V237	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 3	-5.66388	Hybrid	SMN	3	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00	99.1	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	3	0.265	0.232	grams	grams
11758.V237.nr3.tp10	2016-12-20	1	2017-01-23	cohousing	not collected	2017-11-17	not provided	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	Pax5+/-	Spain:Salamanca	not applicable	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V237	10090	not collected	grams	40.96882	not provided	-5.66388	Hybrid	SMN	3	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-01-23 00:00:00		ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	not provided	not provided	grams	grams
11758.V276.nr13.tp01	2017-01-02	3	2017-02-08	cohousing	2017-03-13	not collected	12	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	70	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V276	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 13	-5.66388	not provided	1N	13	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-08 00:00:00	272.3	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	13	0.311	0.21	grams	grams
11758.V276.nr13.tp10	2017-01-02	3	2017-02-08	cohousing	2017-12-13	not collected	11	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	345	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V276	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 11	-5.66388	not provided	1N	13	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-08 00:00:00	85.9	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.083	0.053	grams	grams
11758.V277.nr14.tp01	2017-01-02	3	2017-02-08	cohousing	2017-03-13	not collected	11	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	70	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V277	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 14	-5.66388	not provided	2N	14	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-08 00:00:00	196.3	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	14	0.364	0.19	grams	grams
11758.V277.nr14.tp10	2017-01-02	3	2017-02-08	cohousing	2017-12-13	not collected	12	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	345	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V277	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 12	-5.66388	not provided	2N	14	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-08 00:00:00	290.2	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.426	0.134	grams	grams
11758.V278.nr16.tp01	2017-01-02	3	2017-02-08	cohousing	2017-03-13	not collected	9	do antibiotics treaded PAX5+/- mice develop leukemia faster	pB-ALL	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I842	Pax5+/-	Spain:Salamanca	70	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V278	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 16	-5.66388	I931	3N	16	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-08 00:00:00	134	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	16	0.199	0.223	grams	grams
11758.V278.nr16.tp10	2017-01-02	3	2017-02-08	cohousing	2017-12-13	not collected	14	do antibiotics treaded PAX5+/- mice develop leukemia faster	pB-ALL	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I842	Pax5+/-	Spain:Salamanca	345	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V278	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 14	-5.66388	I931	3N	16	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-08 00:00:00	141.7	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.277	0.217	grams	grams
11758.V279.nr17.tp01	2017-01-02	3	2017-02-08	cohousing	2017-03-13	not collected	24	do antibiotics treaded PAX5+/- mice develop leukemia faster	pB-ALL	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I842	Pax5+/-	Spain:Salamanca	70	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V279	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 17	-5.66388	I931	SMN	17	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-08 00:00:00	73.6	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	17	0.127	0.145	grams	grams
11758.V279.nr17.tp10	2017-01-02	3	2017-02-08	cohousing	2017-12-13	not collected	15	do antibiotics treaded PAX5+/- mice develop leukemia faster	pB-ALL	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I842	Pax5+/-	Spain:Salamanca	345	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V279	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 15	-5.66388	I931	SMN	17	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-08 00:00:00	114.6	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.173	0.092	grams	grams
11758.V325.nr18.tp01	2017-01-12	3	2017-02-08	cohousing	2017-03-13	not collected	23	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I538	Pax5+/-	Spain:Salamanca	60	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V325	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 18	-5.66388	I545	SMN	18	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-08 00:00:00	112.4	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	18	0.186	0.128	grams	grams
11758.V325.nr18.tp10	2017-01-12	3	2017-02-08	cohousing	2017-12-13	not collected	16	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I538	Pax5+/-	Spain:Salamanca	335	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V325	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 16	-5.66388	I545	SMN	18	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-08 00:00:00	157.6	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.172	0.141	grams	grams
11758.V352.nr19.tp01	2017-01-12	4	2017-02-22	cohousing	2017-03-29	2018-01-03	22	do antibiotics treaded PAX5+/- mice develop leukemia faster	pB-ALL	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I541	Pax5+/-	Spain:Salamanca	76	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V352	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 19	-5.66388	I594	SM	19	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-22 00:00:00	58.3	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	19	0.092	0.075	grams	grams
11758.V352.nr19.tp10	2017-01-12	4	2017-02-22	cohousing	2017-12-13	2018-01-03	17	do antibiotics treaded PAX5+/- mice develop leukemia faster	pB-ALL	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I541	Pax5+/-	Spain:Salamanca	335	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V352	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 17	-5.66388	I594	SM	19	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-22 00:00:00	122.3	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.18	0.106	grams	grams
11758.V360.nr20.tp01	2017-01-10	4	2017-02-22	cohousing	2017-03-29	not collected	21	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I539	Pax5+/-	Spain:Salamanca	78	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V360	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 20	-5.66388	I525	7	20	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-22 00:00:00	101.6	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	20	0.155	0.096	grams	grams
11758.V360.nr20.tp10	2017-01-10	4	2017-02-22	cohousing	2017-12-13	not collected	18	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I539	Pax5+/-	Spain:Salamanca	337	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V360	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 18	-5.66388	I525	7	20	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-22 00:00:00	101.9	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.185	0.081	grams	grams
11758.V421.nr21.tp01	2017-01-25	4	2017-02-22	cohousing	2017-03-29	not collected	20	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I842	Pax5+/-	Spain:Salamanca	63	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V421	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 21	-5.66388	I931	SM	21	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-22 00:00:00	103.4	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	21	0.19	0.145	grams	grams
11758.V421.nr21.tp10	2017-01-25	4	2017-02-22	cohousing	2017-12-13	not collected	19	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	I842	Pax5+/-	Spain:Salamanca	322	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V421	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 19	-5.66388	I931	SM	21	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-22 00:00:00	151.1	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.173	0.142	grams	grams
11758.V422.nr25.tp01	2017-01-25	5	2017-03-16	cohousing	2017-04-27	not collected	32	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I842	Pax5+/-	Spain:Salamanca	92	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V422	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 25	-5.66388	I931	SMN	25	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	0.135	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	25	188.8	0.28	grams	grams
11758.V422.nr25.tp10	2017-01-25	5	2017-03-16	cohousing	2018-01-26	not collected	23	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I842	Pax5+/-	Spain:Salamanca	366	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V422	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 23	-5.66388	I931	SMN	25	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	102.7	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.234	0.112	grams	grams
11758.V439.nr31.tp01	2017-01-24	6	2017-03-16	cohousing	2017-04-27	not collected	26	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	WT	Spain:Salamanca	93	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V439	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 31	-5.66388	WT	SM	31	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	0.218	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	31	137.2	0.192	grams	grams
11758.V439.nr31.tp10	2017-01-24	6	2017-03-16	cohousing	2018-01-26	not collected	29	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	WT	Spain:Salamanca	367	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V439	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 29	-5.66388	WT	SM	31	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	105.6	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.216	0.209	grams	grams
11758.V440.nr32.tp01	2017-01-24	6	2017-03-16	cohousing	2017-04-27	not collected	25	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	WT	Spain:Salamanca	93	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V440	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 32	-5.66388	WT	1N	32	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	0.17	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	32	193.7	0.231	grams	grams
11758.V440.nr32.tp10	2017-01-24	6	2017-03-16	cohousing	2018-01-26	not collected	30	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	WT	Spain:Salamanca	367	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V440	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 30	-5.66388	WT	1N	32	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	86.7	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.105	0.176	grams	grams
11758.V441.nr33.tp01	2017-01-24	6	2017-03-16	cohousing	2017-04-27	not collected	40	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	WT	Spain:Salamanca	93	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V441	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 33	-5.66388	WT	3N	33	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	0.264	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	33	207	0.189	grams	grams
11758.V441.nr33.tp10	2017-01-24	6	2017-03-16	cohousing	2018-01-26	not collected	31	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	SPF	I884	WT	Spain:Salamanca	367	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	V441	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 31	-5.66388	WT	3N	33	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-03-16 00:00:00	138.9	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.182	0.262	grams	grams
