sample_name	birth_timestamp	cage	cage_timestamp	cohort	collection_timestamp	death_timestamp	demux_index	description	diseased	dna_extracted	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	facility	father_subject_id	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	latitude	location_stool_in_pbs	longitude	mother_subject_id	mouse_identification	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	start_cohousing_timestamp	stool_dna_concentration	stool_dna_concentration_units	taxon_id	timepoint_title	title	tube_number	weight_stool	weight_stool_pbs	weight_stool_pbs_units	weight_stool_units
11758.WT9.nr23.tp01	2017-01-15	4	2017-02-22	cohousing	2017-03-29	not collected	not provided	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	73	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	WT-9	10090	not collected	grams	40.96882	Box1 - Rack6 - Caja 1D - 23	-5.66388	not provided	1	23	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-22 00:00:00	171.6	ng/ul	410661	1 month together in the same cage and condition	Pax vs wt - SPF vs CF (10month)	23	0.141	0.094	grams	grams
11758.WT9.nr23.tp10	2017-01-15	4	2017-02-22	cohousing	2017-12-13	not collected	not provided	do antibiotics treaded PAX5+/- mice develop leukemia faster	not provided	TRUE	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	CF	not provided	WT	Spain:Salamanca	332	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	Mus musculus	WT-9	10090	not collected	grams	40.96882	Box2 - Rack6 - Caja 1D - 21	-5.66388	not provided	1	23	UKD; as Daniel S.	TRUE	11758	feces	mouse gut metagenome	female	2017-02-22 00:00:00	148.2	ng/ul	410661	10 month together	Pax vs wt - SPF vs CF (10month)	not provided	0.09	0.095	grams	grams
11758.blank.53.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	53	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.54.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	54	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.55.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	55	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.56.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	56	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.57.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	57	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.58.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	58	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.59.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	59	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.60.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	60	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.61.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	61	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.62.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	62	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.63.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	63	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.64.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	64	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.64.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	64	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.65.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	65	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.65.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	65	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.66.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	66	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.66.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	66	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.67.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	67	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.68.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	68	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.69.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	69	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.69.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	69	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.70.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	70	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.70.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	70	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.71.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	71	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.71.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	71	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.72.C3RDP	not applicable	not applicable	not applicable	not applicable	2018-10-05	not applicable	72	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.72.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	72	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.95.C3RDK	not applicable	not applicable	not applicable	not applicable	2018-09-27	not applicable	95	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.blank.96.C3RDK	not applicable	not applicable	not applicable	not applicable	2018-09-27	not applicable	96	blank control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.water.60.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	60	water control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.water.61.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	61	water control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.water.62.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	62	water control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
11758.water.63.C442D	not applicable	not applicable	not applicable	not applicable	2018-10-01	not applicable	63	water control	not applicable	FALSE	38	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	Germany:Duesseldorf	not applicable	days	not applicable	not applicable	not applicable	not applicable	not applicable	cm	not applicable	not applicable	not applicable	not applicable	grams	51.197356	not applicable	6.790546	not applicable	not applicable	not applicable	not applicable	FALSE	11758	water control	metagenome	not applicable	not applicable	not provided	ng/ul	256318	not applicable	Pax vs wt - SPF vs CF (10month)	not applicable	not applicable	not applicable	grams	grams
