sample_name	antibiotics_treatment_end_timestamp	antibiotics_treatment_start_timestamp	birth_timestamp	bis	cage	cage_timestamp	cohort	collection_timestamp	date_of_shipment	death_timestamp	demux_index	description	diseased	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	exposure_to_infections	facility	facs_peripheralblood_bcells	facs_timestamp	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_line	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	latitude	location_stool_in_pbs	longitude	mouse_dead	mouse_identification	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	stool_dna_concentration	stool_dna_concentration_units	stool_dna_location	taxon_id	timepoint_title	timepoint_weeks	weight_stool	weight_stool_pbs	weight_stool_pbs_units	weight_stool_units
11953.A428.tp00	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-04-16	2019-06-03	2019-04-11	not provided	fecal sample A428	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	83	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A428	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 1	-5.66388	yes	3	1	Germany	TRUE	11953	feces	mouse gut metagenome	female	217	ng/ul	Box1 - 1	410661	Before Antibiotic treatment	0	0.092	0.169	grams	grams
11953.A428.tp04	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-05-16	2019-06-03	2019-04-11	not provided	fecal sample A428	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	113	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A428	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 13	-5.66388	yes	3	1	Germany	TRUE	11953	feces	mouse gut metagenome	female	80.2	ng/ul	Box1 - 13	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.218	0.343	grams	grams
11953.A428.tp08	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-06-13	2019-06-03	2019-04-11	not provided	fecal sample A428	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	141	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A428	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 31	-5.66388	yes	3	1	Germany	TRUE	11953	feces	mouse gut metagenome	female	44.5	ng/ul	Box1 - 31	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.294	0.334	grams	grams
11953.A428.tp12	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-07-13	2019-06-03	2019-04-11	not provided	fecal sample A428	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	171	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A428	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 49	-5.66388	yes	3	1	Germany	TRUE	11953	feces	mouse gut metagenome	female	99.1	ng/ul	Box1 - 49	410661	1 month after treatment	12	0.191	0.311	grams	grams
11953.A428.tp20	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-09-13	2019-06-03	2019-04-11	not provided	fecal sample A428	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	233	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A428	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 79	-5.66388	yes	3	1	Germany	TRUE	11953	feces	mouse gut metagenome	female	112.2	ng/ul	Box1 - 79	410661	3 months after treatment	20	0.234	0.211	grams	grams
11953.A428.tp28	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-11-13	2019-06-03	2019-04-11	not provided	fecal sample A428	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	294	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A428	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 26	-5.66388	yes	3	1	Germany	TRUE	11953	feces	mouse gut metagenome	female	300.3	ng/ul	Box 2 - 7	410661	5 months after treatment	28	0.26	0.24	grams	grams
11953.A428.tp36	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-01-20	2019-06-03	2019-04-11	not provided	fecal sample A428	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	362	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A428	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 49	-5.66388	yes	3	1	Germany	TRUE	11953	feces	mouse gut metagenome	female	183.8	ng/ul	Box 2 - 30	410661	7 months after treatment	36	0.22	0.103	grams	grams
11953.A428.tp44	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-03-20	2019-06-03	2019-04-11	not provided	fecal sample A428	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	421	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A428	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 71	-5.66388	yes	3	1	Germany	TRUE	11953	feces	mouse gut metagenome	female	167.6	ng/ul	Box 2 - 52	410661	8 months after treatment	44	0.104	0.074	grams	grams
11953.A428.tpdeath	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-04-11	2019-06-03	2019-04-11	not provided	fecal sample A428	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	443	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A428	10090	not collected	grams	40.96882	not provided	-5.66388	yes	3	1	Germany	TRUE	11953	feces	mouse gut metagenome	female	357.7	ng/ul	Box 2 - 82	410661	death	not applicable	not provided	not provided	grams	grams
11953.A429.tp00	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-04-16	2019-06-03	2018-12-04	not provided	fecal sample A429	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	83	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A429	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 2	-5.66388	yes	SM	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	77.5	ng/ul	Box1 - 2	410661	Before Antibiotic treatment	0	0.076	0.065	grams	grams
11953.A429.tp04	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-05-16	2019-06-03	2018-12-04	not provided	fecal sample A429	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	113	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A429	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 14	-5.66388	yes	SM	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	23.9	ng/ul	Box1 - 14	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.148	0.353	grams	grams
11953.A429.tp08	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-06-13	2019-06-03	2018-12-04	not provided	fecal sample A429	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	141	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A429	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 32	-5.66388	yes	SM	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	52.3	ng/ul	Box1 - 32	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.409	0.346	grams	grams
11953.A429.tp12	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-07-13	2019-06-03	2018-12-04	not provided	fecal sample A429	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	171	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A429	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 50	-5.66388	yes	SM	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	62.9	ng/ul	Box1 - 50	410661	1 month after treatment	12	0.258	0.323	grams	grams
11953.A429.tp20	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-09-13	2019-06-03	2018-12-04	not provided	fecal sample A429	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	233	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A429	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 80	-5.66388	yes	SM	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	48.6	ng/ul	Box1 - 80	410661	3 months after treatment	20	0.233	0.209	grams	grams
11953.A429.tp28	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-11-13	2019-06-03	2018-12-04	not provided	fecal sample A429	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	294	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A429	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 27	-5.66388	yes	SM	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	219.6	ng/ul	Box 2 - 8	410661	5 months after treatment	28	0.147	0.194	grams	grams
11953.A430.tp00	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-04-16	2019-06-03	not collected	not provided	fecal sample A430	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	83	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A430	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 3	-5.66388	not collected	1N	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	92.9	ng/ul	Box1 - 3	410661	Before Antibiotic treatment	0	0.063	0.091	grams	grams
11953.A430.tp04	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-05-16	2019-06-03	not collected	not provided	fecal sample A430	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	113	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A430	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 15	-5.66388	not collected	1N	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	0	ng/ul	Box1 - 15	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.152	0.236	grams	grams
11953.A430.tp08	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-06-13	2019-06-03	not collected	not provided	fecal sample A430	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	141	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A430	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 33	-5.66388	not collected	1N	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	21.1	ng/ul	Box1 - 33	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.235	0.232	grams	grams
11953.A430.tp12	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-07-13	2019-06-03	not collected	not provided	fecal sample A430	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	171	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A430	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 51	-5.66388	not collected	1N	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	185.2	ng/ul	Box1 - 51	410661	1 month after treatment	12	0.288	0.377	grams	grams
11953.A430.tp20	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-09-13	2019-06-03	not collected	not provided	fecal sample A430	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	233	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A430	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 81	-5.66388	not collected	1N	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	104.7	ng/ul	Box1 - 81	410661	3 months after treatment	20	0.264	0.232	grams	grams
11953.A430.tp28	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-11-13	2019-06-03	not collected	not provided	fecal sample A430	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	294	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A430	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 28	-5.66388	not collected	1N	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	86.4	ng/ul	Box 2 - 9	410661	5 months after treatment	28	0.238	0.172	grams	grams
11953.A430.tp36	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-01-20	2019-06-03	not collected	not provided	fecal sample A430	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	362	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A430	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 50	-5.66388	not collected	1N	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	81.7	ng/ul	Box 2 - 31	410661	7 months after treatment	36	0.271	0.15	grams	grams
11953.A430.tp44	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-03-20	2019-06-03	not collected	not provided	fecal sample A430	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	421	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A430	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 72	-5.66388	not collected	1N	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	71.1	ng/ul	Box 2 - 53	410661	8 months after treatment	44	0.215	0.163	grams	grams
11953.A430.tp52	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-05-20	2019-06-03	not collected	not provided	fecal sample A430	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	482	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A430	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 89	-5.66388	not collected	1N	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	83.3	ng/ul	Box 2 - 70	410661	9 months after treatment	52	0.215	0.223	grams	grams
11953.A431.tp00	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-04-16	2019-06-03	not collected	not provided	fecal sample A431	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	83	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A431	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 4	-5.66388	not collected	SMN	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	148.4	ng/ul	Box1 - 4	410661	Before Antibiotic treatment	0	0.088	0.117	grams	grams
11953.A431.tp04	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-05-16	2019-06-03	not collected	not provided	fecal sample A431	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	113	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A431	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 16	-5.66388	not collected	SMN	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	146.5	ng/ul	Box1 - 16	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.244	0.429	grams	grams
11953.A431.tp08	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-06-13	2019-06-03	not collected	not provided	fecal sample A431	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	141	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A431	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 34	-5.66388	not collected	SMN	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	43.8	ng/ul	Box1 - 34	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.402	0.294	grams	grams
11953.A431.tp12	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-07-13	2019-06-03	not collected	not provided	fecal sample A431	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	171	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A431	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 52	-5.66388	not collected	SMN	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	72.7	ng/ul	Box1 - 52	410661	1 month after treatment	12	0.342	0.311	grams	grams
11953.A431.tp20	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-09-13	2019-06-03	not collected	not provided	fecal sample A431	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	233	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A431	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 1	-5.66388	not collected	SMN	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	88.6	ng/ul	Box1 - 82	410661	3 months after treatment	20	0.231	0.227	grams	grams
11953.A431.tp28	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-11-13	2019-06-03	not collected	not provided	fecal sample A431	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	294	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A431	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 29	-5.66388	not collected	SMN	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	108.2	ng/ul	Box 2 - 10	410661	5 months after treatment	28	0.25	0.216	grams	grams
11953.A431.tp36	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-01-20	2019-06-03	not collected	not provided	fecal sample A431	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	362	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A431	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 51	-5.66388	not collected	SMN	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	244.7	ng/ul	Box 2 - 32	410661	7 months after treatment	36	0.117	0.088	grams	grams
11953.A431.tp44	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-03-20	2019-06-03	not collected	not provided	fecal sample A431	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	421	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A431	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 73	-5.66388	not collected	SMN	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	115.8	ng/ul	Box 2 - 54	410661	8 months after treatment	44	0.222	0.184	grams	grams
11953.A431.tp52	2018-06-13	2018-04-18	2018-01-24	FALSE	#dce6f1.spf_blue	not provided	ABX	2019-05-20	2019-06-03	not collected	not provided	fecal sample A431	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	482	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A431	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 90	-5.66388	not collected	SMN	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	210.1	ng/ul	Box 2 - 71	410661	9 months after treatment	52	0.368	0.434	grams	grams
11953.A589.tp00	2018-06-13	2018-04-18	2018-02-20	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-04-16	2019-06-03	2019-06-05	not provided	fecal sample A589	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	56	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A589	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 5	-5.66388	not collected	SM	5	Germany	TRUE	11953	feces	mouse gut metagenome	female	216.2	ng/ul	Box1 - 5	410661	Before Antibiotic treatment	0	0.149	0.217	grams	grams
11953.A589.tp04	2018-06-13	2018-04-18	2018-02-20	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-05-16	2019-06-03	2019-06-05	not provided	fecal sample A589	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	86	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A589	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 17	-5.66388	not collected	SM	5	Germany	TRUE	11953	feces	mouse gut metagenome	female	63.1	ng/ul	Box1 - 17	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.184	0.293	grams	grams
11953.A589.tp08	2018-06-13	2018-04-18	2018-02-20	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-06-13	2019-06-03	2019-06-05	not provided	fecal sample A589	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	114	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A589	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 35	-5.66388	not collected	SM	5	Germany	TRUE	11953	feces	mouse gut metagenome	female	48.8	ng/ul	Box1 - 35	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.301	0.324	grams	grams
11953.A589.tp12	2018-06-13	2018-04-18	2018-02-20	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-07-13	2019-06-03	2019-06-05	not provided	fecal sample A589	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	144	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A589	10090	not collected	grams	40.96882	Box1: Rack 9 Caja 3C - 53	-5.66388	not collected	SM	5	Germany	TRUE	11953	feces	mouse gut metagenome	female	80.6	ng/ul	Box1 - 53	410661	1 month after treatment	12	0.194	10.217	grams	grams
11953.A589.tp20	2018-06-13	2018-04-18	2018-02-20	FALSE	#dce6f1.spf_blue	not provided	ABX	2018-09-13	2019-06-03	2019-06-05	not provided	fecal sample A589	pB-ALL	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	not applicable	SPF	not provided	not provided	Pax5+/-	Spain:Salamanca	206	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	4A+/-	Mus musculus	A589	10090	not collected	grams	40.96882	Box2: Rack 5 Caja 5D - 2	-5.66388	not collected	SM	5	Germany	TRUE	11953	feces	mouse gut metagenome	female	48.8	ng/ul	Box1 - 83	410661	3 months after treatment	20	0.094	0.122	grams	grams
