sample_name	antibiotics_treatment_end_timestamp	antibiotics_treatment_start_timestamp	birth_timestamp	bis	cage	cage_timestamp	cohort	collection_timestamp	date_of_shipment	death_timestamp	demux_index	description	diseased	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	exposure_to_infections	facility	facs_peripheralblood_bcells	facs_timestamp	genotype	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_line	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	latitude	location_stool_in_pbs	longitude	mouse_dead	mouse_identification	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_study_id	sample_type	scientific_name	sex	stool_dna_concentration	stool_dna_concentration_units	stool_dna_location	taxon_id	timepoint_title	timepoint_weeks	weight_stool	weight_stool_pbs	weight_stool_pbs_units	weight_stool_units
11953.WT18.tp20	2017-11-22	2018-01-17	2017-09-22	FALSE	#ffff99.yellow_control	2018-05-21	ABX	2018-05-21	2019-04-01	not collected	not provided	fecal sample WT-18	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2018-01-17	CF	39.6	2018-05-30	WT	Spain:Salamanca	241	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-18	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 29	-5.66388	no	not provided	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	406.5	ng/ul	Box 2 - 10	410661	3 months after treatment	20	0.272	0.188	grams	grams
11953.WT18.tp28	2017-11-22	2018-01-17	2017-09-22	FALSE	#ffff99.yellow_control	2018-07-21	ABX	2018-07-21	2019-04-01	not collected	not provided	fecal sample WT-18	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2018-01-17	CF	35.6	2018-07-20	WT	Spain:Salamanca	302	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-18	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 46	-5.66388	no	not provided	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	124.9	ng/ul	Box 2 - 27	410661	5 months after treatment	28	0.24	0.087	grams	grams
11953.WT18.tp36	2017-11-22	2018-01-17	2017-09-22	FALSE	#ffff99.yellow_control	2018-09-20	ABX	2018-09-20	2019-04-01	not collected	not provided	fecal sample WT-18	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2018-01-17	CF	33.1	2018-09-20	WT	Spain:Salamanca	363	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-18	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 63	-5.66388	no	not provided	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	453.5	ng/ul	Box 2 - 44	410661	7 months after treatment	36	0.22	0.09	grams	grams
11953.WT18.tp44	2017-11-22	2018-01-17	2017-09-22	FALSE	#ffff99.yellow_control	2018-11-18	ABX	2018-11-18	2019-04-01	not collected	not provided	fecal sample WT-18	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2018-01-17	CF	47.3	2018-11-22	WT	Spain:Salamanca	422	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-18	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 80	-5.66388	no	not provided	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	118.2	ng/ul	Box 2 - 61	410661	8 months after treatment	40	0.08	0.224	grams	grams
11953.WT18.tp52	2017-11-22	2018-01-17	2017-09-22	FALSE	#ffff99.yellow_control	2019-01-18	ABX	2019-01-18	2019-04-01	not collected	not provided	fecal sample WT-18	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2018-01-17	CF	30.5	2019-01-16	WT	Spain:Salamanca	483	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-18	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 92	-5.66388	no	not provided	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	25.6	ng/ul	Box 2 - 73	410661	9 months after treatment	44	0.066	0.095	grams	grams
11953.WT18.tp60	2017-11-22	2018-01-17	2017-09-22	FALSE	#ffff99.yellow_control	2019-03-14	ABX	2019-03-14	2019-04-01	not collected	not provided	fecal sample WT-18	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2018-01-17	CF	not provided	not provided	WT	Spain:Salamanca	538	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-18	10090	not collected	grams	40.96882	Box3:  4	-5.66388	no	not provided	18	Germany	TRUE	11953	feces	mouse gut metagenome	female	66.7	ng/ul	Box 2 - 85	410661	11 months after treatment	52	0.132	0.07	grams	grams
11953.WT2.tp00	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-06-13	ABX	2017-06-13	2019-04-01	2018-10-12	not provided	fecal sample WT-2	B cell neoplasia	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	SPF	not provided	not provided	WT	Spain:Salamanca	60	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-2	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 2	-5.66388	yes	not provided	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	80.9	ng/ul	Box 1 - 2	410661	Before Antibiotic treatment	0	0.137	0.173	grams	grams
11953.WT2.tp04	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-07-12	ABX	2017-07-12	2019-04-01	2018-10-12	not provided	fecal sample WT-2	B cell neoplasia	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	not provided	not provided	WT	Spain:Salamanca	89	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-2	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 14	-5.66388	no	not provided	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	0	ng/ul	Box 1 - 14	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.137	0.17	grams	grams
11953.WT2.tp08	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-08-09	ABX	2017-08-09	2019-04-01	2018-10-12	not provided	fecal sample WT-2	B cell neoplasia	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	not provided	not provided	WT	Spain:Salamanca	117	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-2	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 20	-5.66388	no	not provided	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	48.1	ng/ul	Box 1 - 20	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.082	0.163	grams	grams
11953.WT2.tp12	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-10-18	ABX	2017-10-18	2019-04-01	2018-10-12	not provided	fecal sample WT-2	B cell neoplasia	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	30.9	2017-10-18	WT	Spain:Salamanca	187	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-2	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 38	-5.66388	no	not provided	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	78.4	ng/ul	Box 1 - 38	410661	1 month after treatment	12	0.122	0.051	grams	grams
11953.WT2.tp20	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-12-07	ABX	2017-12-07	2019-04-01	2018-10-12	not provided	fecal sample WT-2	B cell neoplasia	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	26.6	2017-11-29	WT	Spain:Salamanca	237	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-2	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 55	-5.66388	no	not provided	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	82.2	ng/ul	Box 1 - 55	410661	3 months after treatment	20	0.095	0.123	grams	grams
11953.WT2.tp28	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-02-07	ABX	2018-02-07	2019-04-01	2018-10-12	not provided	fecal sample WT-2	B cell neoplasia	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	23.4	2018-02-09	WT	Spain:Salamanca	299	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-2	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 78	-5.66388	no	not provided	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	207.3	ng/ul	Box 1 - 78	410661	5 months after treatment	28	0.132	0.052	grams	grams
11953.WT2.tp36	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-04-09	ABX	2018-04-09	2019-04-01	2018-10-12	not provided	fecal sample WT-2	B cell neoplasia	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	20.3	2018-04-11	WT	Spain:Salamanca	360	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-2	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 14	-5.66388	no	not provided	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	92.1	ng/ul	Box 1 - 95	410661	7 months after treatment	36	0.096	0.222	grams	grams
11953.WT2.tp44	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-06-05	ABX	2018-06-05	2019-04-01	2018-10-12	not provided	fecal sample WT-2	B cell neoplasia	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	not provided	not provided	WT	Spain:Salamanca	417	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-2	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 31	-5.66388	no	not provided	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	68.9	ng/ul	Box 2 - 12	410661	8 months after treatment	40	0.75	0.17	grams	grams
11953.WT2.tp52	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-08-05	ABX	2018-08-05	2019-04-01	2018-10-12	not provided	fecal sample WT-2	B cell neoplasia	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	19.6	2018-08-03	WT	Spain:Salamanca	478	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-2	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 48	-5.66388	no	not provided	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	46	ng/ul	Box 2 - 29	410661	9 months after treatment	44	0.088	0.121	grams	grams
11953.WT2.tp60	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-10-06	ABX	2018-10-06	2019-04-01	2018-10-12	not provided	fecal sample WT-2	B cell neoplasia	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	10.2	2018-10-10	WT	Spain:Salamanca	540	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-2	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 65	-5.66388	no	not provided	2	Germany	TRUE	11953	feces	mouse gut metagenome	female	197	ng/ul	Box 2 - 46	410661	11 months after treatment	52	0.24	0.079	grams	grams
11953.WT3.tp00	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-06-13	ABX	2017-06-13	2019-04-01	2018-10-12	not provided	fecal sample WT-3	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	SPF	not provided	not provided	WT	Spain:Salamanca	60	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-3	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 3	-5.66388	yes	not provided	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	88.5	ng/ul	Box 1 - 3	410661	Before Antibiotic treatment	0	0.212	0.292	grams	grams
11953.WT3.tp04	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-07-12	ABX	2017-07-12	2019-04-01	2018-10-12	not provided	fecal sample WT-3	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	not provided	not provided	WT	Spain:Salamanca	89	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-3	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 15	-5.66388	no	not provided	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	0	ng/ul	Box 1 - 15	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.146	0.198	grams	grams
11953.WT3.tp08	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-08-09	ABX	2017-08-09	2019-04-01	2018-10-12	not provided	fecal sample WT-3	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	not provided	not provided	WT	Spain:Salamanca	117	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-3	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 21	-5.66388	no	not provided	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	19.6	ng/ul	Box 1 - 21	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.174	0.138	grams	grams
11953.WT3.tp12	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-10-18	ABX	2017-10-18	2019-04-01	2018-10-12	not provided	fecal sample WT-3	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	33	2017-10-18	WT	Spain:Salamanca	187	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-3	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 39	-5.66388	no	not provided	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	77.5	ng/ul	Box 1 - 39	410661	1 month after treatment	12	0.076	0.141	grams	grams
11953.WT3.tp20	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-12-07	ABX	2017-12-07	2019-04-01	2018-10-12	not provided	fecal sample WT-3	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	27	2017-11-29	WT	Spain:Salamanca	237	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-3	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 56	-5.66388	no	not provided	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	87.8	ng/ul	Box 1 - 56	410661	3 months after treatment	20	0.1368	0.185	grams	grams
11953.WT3.tp28	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-02-07	ABX	2018-02-07	2019-04-01	2018-10-12	not provided	fecal sample WT-3	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	32.7	2018-02-09	WT	Spain:Salamanca	299	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-3	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 79	-5.66388	no	not provided	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	67.1	ng/ul	Box 1 - 79	410661	5 months after treatment	28	0.13	0.108	grams	grams
11953.WT3.tp36	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-04-09	ABX	2018-04-09	2019-04-01	2018-10-12	not provided	fecal sample WT-3	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	27.1	2018-04-11	WT	Spain:Salamanca	360	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-3	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 15	-5.66388	no	not provided	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	135.1	ng/ul	Box 1 - 96	410661	7 months after treatment	36	0.082	0.235	grams	grams
11953.WT3.tp44	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-06-05	ABX	2018-06-05	2019-04-01	2018-10-12	not provided	fecal sample WT-3	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	27.8	2018-06-04	WT	Spain:Salamanca	417	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-3	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 32	-5.66388	no	not provided	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	88.3	ng/ul	Box 2 - 13	410661	8 months after treatment	40	0.167	0.177	grams	grams
11953.WT3.tp52	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-08-05	ABX	2018-08-05	2019-04-01	2018-10-12	not provided	fecal sample WT-3	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	41.4	2018-08-03	WT	Spain:Salamanca	478	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-3	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 49	-5.66388	no	not provided	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	106.7	ng/ul	Box 2 - 30	410661	9 months after treatment	44	0.115	0.074	grams	grams
11953.WT3.tp60	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-10-06	ABX	2018-10-06	2019-04-01	2018-10-12	not provided	fecal sample WT-3	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	33.7	2018-10-10	WT	Spain:Salamanca	540	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-3	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 66	-5.66388	no	not provided	3	Germany	TRUE	11953	feces	mouse gut metagenome	female	52.6	ng/ul	Box 2 - 47	410661	11 months after treatment	52	0.152	0.143	grams	grams
11953.WT4.tp00	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-06-13	ABX	2017-06-13	2019-04-01	2018-10-09	not provided	fecal sample WT-4	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	SPF	not provided	not provided	WT	Spain:Salamanca	60	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-4	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 4	-5.66388	yes	not provided	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	85.6	ng/ul	Box 1 - 4	410661	Before Antibiotic treatment	0	0.106	0.255	grams	grams
11953.WT4.tp04	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-07-12	ABX	2017-07-12	2019-04-01	2018-10-09	not provided	fecal sample WT-4	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	not provided	not provided	WT	Spain:Salamanca	89	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-4	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 16	-5.66388	no	not provided	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	0	ng/ul	Box 1 - 16	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.177	0.178	grams	grams
11953.WT4.tp08	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-08-09	ABX	2017-08-09	2019-04-01	2018-10-09	not provided	fecal sample WT-4	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	not provided	not provided	WT	Spain:Salamanca	117	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-4	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 22	-5.66388	no	not provided	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	65	ng/ul	Box 1 - 22	410661	At the end of the antibiotic treatment (8 weeks after treatment initiation)	8	0.135	0.253	grams	grams
11953.WT4.tp12	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-10-18	ABX	2017-10-18	2019-04-01	2018-10-09	not provided	fecal sample WT-4	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	40.3	2017-10-18	WT	Spain:Salamanca	187	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-4	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 40	-5.66388	no	not provided	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	107.1	ng/ul	Box 1 - 40	410661	1 month after treatment	12	0.11	0.067	grams	grams
11953.WT4.tp20	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-12-07	ABX	2017-12-07	2019-04-01	2018-10-09	not provided	fecal sample WT-4	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	45.1	2017-11-29	WT	Spain:Salamanca	237	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-4	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 57	-5.66388	no	not provided	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	64.1	ng/ul	Box 1 - 57	410661	3 months after treatment	20	0.199	0.118	grams	grams
11953.WT4.tp28	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-02-07	ABX	2018-02-07	2019-04-01	2018-10-09	not provided	fecal sample WT-4	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	42.6	2018-02-09	WT	Spain:Salamanca	299	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-4	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 80	-5.66388	no	not provided	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	102.5	ng/ul	Box 1 - 80	410661	5 months after treatment	28	0.09	0.244	grams	grams
11953.WT4.tp36	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-04-09	ABX	2018-04-09	2019-04-01	2018-10-09	not provided	fecal sample WT-4	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	34.2	2018-04-11	WT	Spain:Salamanca	360	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-4	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 16	-5.66388	no	not provided	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	112.6	ng/ul	Box 1 - 97	410661	7 months after treatment	36	0.171	0.145	grams	grams
11953.WT4.tp44	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-06-05	ABX	2018-06-05	2019-04-01	2018-10-09	not provided	fecal sample WT-4	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	39.6	2018-06-04	WT	Spain:Salamanca	417	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-4	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 33	-5.66388	no	not provided	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	62.1	ng/ul	Box 2 - 14	410661	8 months after treatment	40	0.207	0.169	grams	grams
11953.WT4.tp52	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-08-05	ABX	2018-08-05	2019-04-01	2018-10-09	not provided	fecal sample WT-4	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	36.5	2018-08-03	WT	Spain:Salamanca	478	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-4	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 50	-5.66388	no	not provided	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	99.4	ng/ul	Box 2 - 31	410661	9 months after treatment	44	0.161	0.193	grams	grams
11953.WT4.tp60	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2018-10-06	ABX	2018-10-06	2019-04-01	2018-10-09	not provided	fecal sample WT-4	no	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	not provided	not provided	WT	Spain:Salamanca	540	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-4	10090	not collected	grams	40.96882	Box2: Rack 6 D1 - 67	-5.66388	no	not provided	4	Germany	TRUE	11953	feces	mouse gut metagenome	female	117.3	ng/ul	Box 2 - 48	410661	11 months after treatment	52	0.119	0.114	grams	grams
11953.WT5.tp00	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-06-13	ABX	2017-06-13	2019-04-01	2017-08-21	not provided	fecal sample WT-5	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	SPF	not provided	not provided	WT	Spain:Salamanca	60	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-5	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 5	-5.66388	yes	not provided	5	Germany	TRUE	11953	feces	mouse gut metagenome	female	73.9	ng/ul	Box 1 - 5	410661	Before Antibiotic treatment	0	0.295	0.235	grams	grams
11953.WT5.tp04	2017-06-14	2017-08-09	2017-04-14	FALSE	#dce6f1.blue_control	2017-07-12	ABX	2017-07-12	2019-04-01	2017-08-21	not provided	fecal sample WT-5	not provided	802	Host-associated	Animal-associated	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	2017-08-09	CF	not provided	not provided	WT	Spain:Salamanca	89	days	UBERON:feces	UBERON:feces	UBERON:feces	mouse	not collected	cm	not provided	Mus musculus	WT-5	10090	not collected	grams	40.96882	Box1: Rack 6 3B - 17	-5.66388	no	not provided	5	Germany	TRUE	11953	feces	mouse gut metagenome	female	0	ng/ul	Box 1 - 17	410661	During Antibiotic treatment (4 weeks after treatment initiation)	4	0.18	0.152	grams	grams
